Team,Side,Formation,Package,Play
Green Bay Packers,Defense,4-3,4-3,Strong Blast 3
Green Bay Packers,Defense,4-3,4-3,Tight Fire 0
Green Bay Packers,Defense,4-3,4-3,3 Weak
Green Bay Packers,Defense,4-3,4-3,Strong Fire 0
Green Bay Packers,Defense,4-3,4-3,4 Cloud
Green Bay Packers,Defense,4-3,4-3,Key Zone
Green Bay Packers,Defense,4-3,4-3,4 Sky
Green Bay Packers,Defense,4-3,4-3,Force Fire 0
Green Bay Packers,Defense,4-3,4-3,Spear 3
Green Bay Packers,Defense,4-3,4-3,All Blitz 0
Green Bay Packers,Defense,Nickel,Nickel,Gap Left
Green Bay Packers,Defense,Nickel,Nickel,Base
Green Bay Packers,Defense,Nickel,Nickel,Gap Right
Green Bay Packers,Defense,Nickel,Nickel,Twist Left
Green Bay Packers,Defense,Nickel,Nickel,Fan
Green Bay Packers,Defense,Nickel,Nickel,Twist Right
Green Bay Packers,Defense,Nickel,Nickel,Double Twist
Green Bay Packers,Defense,Nickel,Nickel,Pinch
Green Bay Packers,Defense,Nickel,Nickel,Weak Blast 1
Green Bay Packers,Defense,Nickel,Nickel,2 Hard
Green Bay Packers,Defense,Nickel,Nickel,Strong Indian 1
Green Bay Packers,Defense,Nickel,Nickel,Weak Crash 1
Green Bay Packers,Defense,Nickel,Nickel,2 Soft
Green Bay Packers,Defense,Nickel,Nickel,Sting Blitz 1
Green Bay Packers,Defense,Nickel,Nickel,Weak Blast 4
Green Bay Packers,Defense,Nickel,Nickel,2 Man
Green Bay Packers,Defense,Nickel,Nickel,Sting 2 Hard
Green Bay Packers,Defense,Nickel,Nickel,3 Weak
Green Bay Packers,Defense,Nickel,Nickel,Double Indian 0
Green Bay Packers,Defense,Nickel,Nickel,3 Robber
Green Bay Packers,Defense,Nickel,Nickel,4 Sky
Green Bay Packers,Defense,Nickel,Nickel,Blaze Twist 0
Green Bay Packers,Defense,Nickel,Nickel,4 Cloud
Green Bay Packers,Defense,Nickel,Nickel,Rocket Blitz 0
Green Bay Packers,Defense,Nickel,Nickel,1 Dog the Dig
Green Bay Packers,Defense,Nickel,Nickel,All Blitz 0
Green Bay Packers,Defense,Nickel,Nickel,Weak Bracket 1
Green Bay Packers,Defense,Nickel,Nickel,Combo Inside Zone
Green Bay Packers,Defense,Nickel,Nickel,Strong Bracket 1
Green Bay Packers,Defense,Dime,Dime,Gap Left
Green Bay Packers,Defense,Dime,Dime,Base
Green Bay Packers,Defense,Dime,Dime,Gap Right
Green Bay Packers,Defense,Dime,Dime,Twist Left
Green Bay Packers,Defense,Dime,Dime,Fan
Green Bay Packers,Defense,Dime,Dime,Twist Right
Green Bay Packers,Defense,Dime,Dime,Double Twist
Green Bay Packers,Defense,Dime,Dime,Pinch
Green Bay Packers,Defense,Dime,Dime,Weak Sting 1
Green Bay Packers,Defense,Dime,Dime,2 Hard
Green Bay Packers,Defense,Dime,Dime,Spear 1
Green Bay Packers,Defense,Dime,Dime,Weak Crash 1
Green Bay Packers,Defense,Dime,Dime,2 Soft
Green Bay Packers,Defense,Dime,Dime,Double Indian 0
Green Bay Packers,Defense,Dime,Dime,3 Robber
Green Bay Packers,Defense,Dime,Dime,2 Man
Green Bay Packers,Defense,Dime,Dime,4 Cloud
Green Bay Packers,Defense,Dime,Dime,Weak Fire 0
Green Bay Packers,Defense,Dime,Dime,Cover 12
Green Bay Packers,Defense,Dime,Dime,Greyhound 0
Green Bay Packers,Defense,Dime,Dime,Sting 2 Hard
Green Bay Packers,Defense,Dime,Dime,All Blitz 0
Green Bay Packers,Defense,Dime,Dime,Combo Inside Zone
Green Bay Packers,Defense,Dime,Dime,Weak Bracket 1
Green Bay Packers,Defense,Dime,Dime,Blast Zone Blitz
Green Bay Packers,Defense,Dime,Dime,Strong Bracket 1
Green Bay Packers,Defense,Goalline,Goalline,GL Razor Left
Green Bay Packers,Defense,Goalline,Goalline,GL Fan
Green Bay Packers,Defense,Goalline,Goalline,GL Razor Right
Green Bay Packers,Defense,Goalline,Goalline,GL Twist Left
Green Bay Packers,Defense,Goalline,Goalline,GL Pinch
Green Bay Packers,Defense,Goalline,Goalline,GL Twist Right
Green Bay Packers,Defense,Goalline,Goalline,GL Weak Flow
Green Bay Packers,Defense,Goalline,Goalline,GL Packer Blitz 0
Green Bay Packers,Defense,Goalline,Goalline,GL Strong Zone
Green Bay Packers,Defense,Goalline,Goalline,GL Weak Indian 0
Green Bay Packers,Defense,Goalline,Goalline,GL Cloud
Green Bay Packers,Defense,Goalline,Goalline,GL Middle Blast 0
Green Bay Packers,Defense,Goalline,Goalline,GL Weak Crash 0
Green Bay Packers,Defense,Goalline,Goalline,GL All Blitz 0
Green Bay Packers,Defense,Goalline,Goalline,GL Strong Indian 0
Green Bay Packers,Defense,Goalline,Goalline,GL Double Fill 0
Green Bay Packers,Defense,Goalline,Goalline,GL Wide Blitz 0
Green Bay Packers,Defense,Bear,Bear,Gap Left
Green Bay Packers,Defense,Bear,Bear,Base
Green Bay Packers,Defense,Bear,Bear,Gap Right
Green Bay Packers,Defense,Bear,Bear,Twist Left
Green Bay Packers,Defense,Bear,Bear,Double Twist
Green Bay Packers,Defense,Bear,Bear,Twist Right
Green Bay Packers,Defense,Bear,Bear,Pinch
Green Bay Packers,Defense,Bear,Bear,Fan
Green Bay Packers,Defense,Bear,Bear,Bear 1 Hard
Green Bay Packers,Defense,Bear,Bear,Bear Full Zone
Green Bay Packers,Defense,Bear,Bear,Bear 1 Soft
Green Bay Packers,Defense,Bear,Bear,Bear Double Crash 1
Green Bay Packers,Defense,Bear,Bear,Bear Inside Fire 1
Green Bay Packers,Defense,Bear,Bear,Bear Strong Fire 1
Green Bay Packers,Defense,Bear,Bear,Bear 2 Soft
Green Bay Packers,Defense,Bear,Bear,Bear All Blitz 3
Green Bay Packers,Defense,Bear,Bear,Bear Blaze Twist 0
Green Bay Packers,Defense,Bear,Bear,Bear Cover 4
Green Bay Packers,Defense,Bear,Bear,Bear Deep Zone 3
Green Bay Packers,Defense,Bear,Bear,Bear Double Indian 0
Green Bay Packers,Defense,Bear,Bear,Bear Double Sting 0
Green Bay Packers,Defense,Bear,Bear,Bear Force Fire 3
Green Bay Packers,Defense,Bear,Bear,Bear Indian 3
Green Bay Packers,Defense,Bear,Bear,Bear Inside Blast 3
Green Bay Packers,Defense,Bear,Bear,Bear Inside Fire 0
Green Bay Packers,Defense,Bear,Bear,Bear Man 1
Green Bay Packers,Defense,Bear,Bear,Bear Man 2
Green Bay Packers,Defense,Bear,Bear,Bear Weak Crash 1
Green Bay Packers,Defense,Bear,Bear,Bear Weak Fire 0
Cleveland Browns,Defense,4-3,4-3,Razor Left
Cleveland Browns,Defense,4-3,4-3,Base
Cleveland Browns,Defense,4-3,4-3,Razor Right
Cleveland Browns,Defense,4-3,4-3,Pinch
Cleveland Browns,Defense,4-3,4-3,All In
Cleveland Browns,Defense,4-3,4-3,Twist
Cleveland Browns,Defense,4-3,4-3,Mix
Cleveland Browns,Defense,4-3,4-3,Loop
Cleveland Browns,Defense,4-3,4-3,Weak Fire 0
Cleveland Browns,Defense,4-3,4-3,2 Hard
Cleveland Browns,Defense,4-3,4-3,Force Fire 0
Cleveland Browns,Defense,4-3,4-3,Weak Crash 1
Cleveland Browns,Defense,4-3,4-3,Key Zone
Cleveland Browns,Defense,4-3,4-3,Strong Blast 1
Cleveland Browns,Defense,4-3,4-3,All Blitz 0
Cleveland Browns,Defense,4-3,4-3,3 Sky
Cleveland Browns,Defense,4-3,4-3,Sting Blitz 1
Cleveland Browns,Defense,4-3,4-3,3 Buzz
Cleveland Browns,Defense,4-3,4-3,4 Cloud
Cleveland Browns,Defense,4-3,4-3,3 Robber
Cleveland Browns,Defense,4-3,4-3,Backer Split 3 Weak
Cleveland Browns,Defense,4-3,4-3,Middle Blast 2 Soft
Cleveland Browns,Defense,4-3,4-3,Strong Crash 3
Cleveland Browns,Defense,4-3,4-3,2 Corners
Cleveland Browns,Defense,4-3,4-3,2 Man
Cleveland Browns,Defense,4-3,4-3,2 Soft
Cleveland Browns,Defense,Nickel,Nickel,Razor Left
Cleveland Browns,Defense,Nickel,Nickel,Base
Cleveland Browns,Defense,Nickel,Nickel,Razor Right
Cleveland Browns,Defense,Nickel,Nickel,Pinch
Cleveland Browns,Defense,Nickel,Nickel,Twist
Cleveland Browns,Defense,Nickel,Nickel,All In
Cleveland Browns,Defense,Nickel,Nickel,Mix
Cleveland Browns,Defense,Nickel,Nickel,Loop
Cleveland Browns,Defense,Nickel,Nickel,Weak Indian 1
Cleveland Browns,Defense,Nickel,Nickel,2 Soft
Cleveland Browns,Defense,Nickel,Nickel,Rocket Blitz 0
Cleveland Browns,Defense,Nickel,Nickel,Middle Blast 2H
Cleveland Browns,Defense,Nickel,Nickel,2 Man
Cleveland Browns,Defense,Nickel,Nickel,Spear 3
Cleveland Browns,Defense,Nickel,Nickel,Tight Fire 0
Cleveland Browns,Defense,Nickel,Nickel,2 Corners
Cleveland Browns,Defense,Nickel,Nickel,Open Fire 0
Cleveland Browns,Defense,Nickel,Nickel,3 Robber
Cleveland Browns,Defense,Nickel,Nickel,4 Cloud
Cleveland Browns,Defense,Nickel,Nickel,Sting 3
Cleveland Browns,Defense,Nickel,Nickel,Weak Crash 1
Cleveland Browns,Defense,Nickel,Nickel,Blaze Twist 0
Cleveland Browns,Defense,Nickel,Nickel,Strong Blast 1
Cleveland Browns,Defense,Dime,Dime,Razor Left
Cleveland Browns,Defense,Dime,Dime,Base
Cleveland Browns,Defense,Dime,Dime,Razor Right
Cleveland Browns,Defense,Dime,Dime,Pinch
Cleveland Browns,Defense,Dime,Dime,All In
Cleveland Browns,Defense,Dime,Dime,Twist
Cleveland Browns,Defense,Dime,Dime,Mix
Cleveland Browns,Defense,Dime,Dime,Loop
Cleveland Browns,Defense,Dime,Dime,Weak Flood 0
Cleveland Browns,Defense,Dime,Dime,2 Soft
Cleveland Browns,Defense,Dime,Dime,Strong Rocket 0
Cleveland Browns,Defense,Dime,Dime,Weak Sting 2 Hard
Cleveland Browns,Defense,Dime,Dime,2 Man
Cleveland Browns,Defense,Dime,Dime,Strong Crash 3
Cleveland Browns,Defense,Dime,Dime,3 Buzz
Cleveland Browns,Defense,Dime,Dime,Middle Blaze 1
Cleveland Browns,Defense,Dime,Dime,3 Dog T
Cleveland Browns,Defense,Dime,Dime,Weak Crash 1
Cleveland Browns,Defense,Dime,Dime,Cover 12
Cleveland Browns,Defense,Dime,Dime,Double Indian 0
Cleveland Browns,Defense,Dime,Dime,Weak Scissors 0
Cleveland Browns,Defense,Dime,Dime,All Blitz 0
Cleveland Browns,Defense,Dime,Dime,Greyhound 0
Cleveland Browns,Defense,Dime,Dime,1 Hang
Cleveland Browns,Defense,Goalline,Goalline,GL Razor Left
Cleveland Browns,Defense,Goalline,Goalline,GL Slam
Cleveland Browns,Defense,Goalline,Goalline,GL Razor Right
Cleveland Browns,Defense,Goalline,Goalline,GL Loop
Cleveland Browns,Defense,Goalline,Goalline,GL Twist
Cleveland Browns,Defense,Goalline,Goalline,GL Mix
Cleveland Browns,Defense,Goalline,Goalline,Submarine
Cleveland Browns,Defense,Goalline,Goalline,Ned
Cleveland Browns,Defense,Goalline,Goalline,GL Weak Zone
Cleveland Browns,Defense,Goalline,Goalline,GL Viper Blitz 0
Cleveland Browns,Defense,Goalline,Goalline,GL Strong Zone
Cleveland Browns,Defense,Goalline,Goalline,GL Weak Fire 0
Cleveland Browns,Defense,Goalline,Goalline,GL Middle Blast 0
Cleveland Browns,Defense,Goalline,Goalline,GL Strong Crash 0
Cleveland Browns,Defense,Goalline,Goalline,GL Weak Indian 0
Cleveland Browns,Defense,Goalline,Goalline,GL All Blitz 0
Cleveland Browns,Defense,Goalline,Goalline,GL Sting 0
Cleveland Browns,Defense,Goalline,Goalline,GL Wide Blitz 0
Cleveland Browns,Defense,Goalline,Goalline,GL Double Fill 0
Cleveland Browns,Defense,Bear,4-3,Razor Left
Cleveland Browns,Defense,Bear,4-3,Base
Cleveland Browns,Defense,Bear,4-3,Razor Right
Cleveland Browns,Defense,Bear,4-3,Pinch
Cleveland Browns,Defense,Bear,4-3,All In
Cleveland Browns,Defense,Bear,4-3,Loop
Cleveland Browns,Defense,Bear,4-3,Twist
Cleveland Browns,Defense,Bear,4-3,Mix
Cleveland Browns,Defense,Bear,4-3,Bear 2 Soft
Cleveland Browns,Defense,Bear,4-3,Bear All Blitz 3
Cleveland Browns,Defense,Bear,4-3,Bear Blaze Twist 0
Cleveland Browns,Defense,Bear,4-3,Bear Cover 4
Cleveland Browns,Defense,Bear,4-3,Bear Deep Zone 3
Cleveland Browns,Defense,Bear,4-3,Bear Double Indian 0
Cleveland Browns,Defense,Bear,4-3,Bear Double Sting 0
Cleveland Browns,Defense,Bear,4-3,Bear Force Fire 3
Cleveland Browns,Defense,Bear,4-3,Bear Indian 3
Cleveland Browns,Defense,Bear,4-3,Bear Inside Blast 3
Cleveland Browns,Defense,Bear,4-3,Bear Inside Fire 0
Cleveland Browns,Defense,Bear,4-3,Bear Man 1
Cleveland Browns,Defense,Bear,4-3,Bear Man 2
Cleveland Browns,Defense,Bear,4-3,Bear Weak Crash 1
Cleveland Browns,Defense,Bear,4-3,Bear Weak Fire 0
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Razor Left
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Base
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Razor Right
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Fan
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Pinch
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Contain
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Weak Fire 1
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,2 Soft
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Force Fire 1
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Double Indian 0
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,2 Hard
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Rocket 0
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Weak Crash 3
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,2 Man
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Weak Go 3
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Double Hard 1
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Key Zone
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,All Blitz 1
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,3 Strong
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,3 Robber
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,3 Dog T
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Combo Inside Zone
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,4 Cloud
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Combo Strong Zone
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Strong Crash Zone Blitz
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Blaze Zone Blitz
Pittsburgh Steelers,Defense,3-4 (3-4),3-4,Strong Fire Zone Blitz
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Spear Sting 1
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Razor Left
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Base
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Razor Right
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Fan
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Pinch
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Contain
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Blaze Twist 1
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,2 Soft
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Rocket Weak 0
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Double Hard 1
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,2 Hard
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Strong Sting 1
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,3 Dog T
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,2 Man
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Spear Weak 3
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,All Blitz 1
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Cover 4
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,3 Strong
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Cover 12
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,1 Hang
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,4 Cloud
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Weak Fire Zone Blitz
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Middle Fire Zone Blitz
Pittsburgh Steelers,Defense,Nickel (3-4),Nickel,Strong Fire Zone Blitz
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Razor Left
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Base
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Razor Right
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Fan
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Pinch
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Contain
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Middle Blaze 1
Pittsburgh Steelers,Defense,Dime (3-4),Dime,2 Hard
Pittsburgh Steelers,Defense,Dime (3-4),Dime,All Blitz 1
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Double Hard Cover 2
Pittsburgh Steelers,Defense,Dime (3-4),Dime,2 Man
Pittsburgh Steelers,Defense,Dime (3-4),Dime,3 Robber
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Spear Sting 1
Pittsburgh Steelers,Defense,Dime (3-4),Dime,4 Cloud
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Cover 8
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Rocket Strong 0
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Cover 12
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Combo Weak Zone
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Weak Crash Zone Blitz
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Combo Inside Zone
Pittsburgh Steelers,Defense,Dime (3-4),Dime,Strong Crash Zone Blitz
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Razor Left Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Base Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Razor Right Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,All In Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Fan Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Pinch Even
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear 1 Hard
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Full Zone
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear 1 Soft
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Double Crash 1
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Inside Fire 1
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Strong Fire 1
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Force Fire 3
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Man 1
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Inside Blast 3
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Deep Zone 3
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Man 2
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Indian 3
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Blaze Twist 0
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear 2 Soft
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Double Sting 0
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Weak Crash 1
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Double Indian 0
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Inside Fire 0
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Weak Fire 0
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear Cover 4
Pittsburgh Steelers,Defense,Bear (3-4),Bear,Bear All Blitz 3
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Razor Left
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Pinch
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Twist Right
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Twist Left
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Fan
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Razor Right
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Weak Zone
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL All Blitz 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Strong Zone
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Weak Crash 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Steeler Blitz 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Sting 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Weak Blast 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Cloud
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Double Fill 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Weak Indian 0
Pittsburgh Steelers,Defense,Goalline (3-4),Goalline,GL Wide Blitz 0
Chicago Bears,Defense,4-3,4-3,Razor Left
Chicago Bears,Defense,4-3,4-3,Base
Chicago Bears,Defense,4-3,4-3,Razor Right
Chicago Bears,Defense,4-3,4-3,Twist
Chicago Bears,Defense,4-3,4-3,Mix
Chicago Bears,Defense,4-3,4-3,Loop
Chicago Bears,Defense,4-3,4-3,Cross
Chicago Bears,Defense,4-3,4-3,All In
Chicago Bears,Defense,4-3,4-3,Sting Blitz 1
Chicago Bears,Defense,4-3,4-3,2 Hard
Chicago Bears,Defense,4-3,4-3,Strong Crash 1
Chicago Bears,Defense,4-3,4-3,Open Fire 0
Chicago Bears,Defense,4-3,4-3,2 Soft
Chicago Bears,Defense,4-3,4-3,Strong Rocket 0
Chicago Bears,Defense,4-3,4-3,Weak Crash 3
Chicago Bears,Defense,4-3,4-3,2 Man
Chicago Bears,Defense,4-3,4-3,3 Dog T
Chicago Bears,Defense,4-3,4-3,Weak Sting 2 Hard
Chicago Bears,Defense,4-3,4-3,Inside Blast 2 Soft
Chicago Bears,Defense,4-3,4-3,Sting 2 Hard
Chicago Bears,Defense,4-3,4-3,Blaze Twist 0
Chicago Bears,Defense,4-3,4-3,3 Weak
Chicago Bears,Defense,4-3,4-3,Double Indian 0
Chicago Bears,Defense,4-3,4-3,Weak Indian 1
Chicago Bears,Defense,4-3,4-3,3 Robber
Chicago Bears,Defense,4-3,4-3,Spear 1
Chicago Bears,Defense,4-3,4-3,4 Sky
Chicago Bears,Defense,4-3,4-3,Force Fire 0
Chicago Bears,Defense,4-3,4-3,Key Zone
Chicago Bears,Defense,4-3,4-3,Combo Inside Zone
Chicago Bears,Defense,4-3,4-3,4 Cloud
Chicago Bears,Defense,4-3,4-3,Combo Strong Zone
Chicago Bears,Defense,Nickel,Nickel,Razor Left
Chicago Bears,Defense,Nickel,Nickel,Base
Chicago Bears,Defense,Nickel,Nickel,Razor Right
Chicago Bears,Defense,Nickel,Nickel,Twist
Chicago Bears,Defense,Nickel,Nickel,Mix
Chicago Bears,Defense,Nickel,Nickel,Loop
Chicago Bears,Defense,Nickel,Nickel,Cross
Chicago Bears,Defense,Nickel,Nickel,All In
Chicago Bears,Defense,Nickel,Nickel,Weak Blast 1
Chicago Bears,Defense,Nickel,Nickel,2 Hard
Chicago Bears,Defense,Nickel,Nickel,Sting Blitz 1
Chicago Bears,Defense,Nickel,Nickel,2 Corners
Chicago Bears,Defense,Nickel,Nickel,2 Soft
Chicago Bears,Defense,Nickel,Nickel,Inside Blast 2 Soft
Chicago Bears,Defense,Nickel,Nickel,3 Weak
Chicago Bears,Defense,Nickel,Nickel,2 Man
Chicago Bears,Defense,Nickel,Nickel,3 Strong
Chicago Bears,Defense,Nickel,Nickel,Force Fire 0
Chicago Bears,Defense,Nickel,Nickel,3 Robber
Chicago Bears,Defense,Nickel,Nickel,Strong Rocket 0
Chicago Bears,Defense,Nickel,Nickel,All Blitz 0
Chicago Bears,Defense,Nickel,Nickel,4 Sky
Chicago Bears,Defense,Nickel,Nickel,Double Indian 0
Chicago Bears,Defense,Nickel,Nickel,Weak Crash 1
Chicago Bears,Defense,Nickel,Nickel,4 Cloud
Chicago Bears,Defense,Nickel,Nickel,Blaze 0
Chicago Bears,Defense,Nickel,Nickel,3 Dog T
Chicago Bears,Defense,Nickel,Nickel,Key Zone
Chicago Bears,Defense,Nickel,Nickel,Combo Strong Zone
Chicago Bears,Defense,Dime,Dime,Razor Left
Chicago Bears,Defense,Dime,Dime,Base
Chicago Bears,Defense,Dime,Dime,Razor Right
Chicago Bears,Defense,Dime,Dime,Twist
Chicago Bears,Defense,Dime,Dime,Mix
Chicago Bears,Defense,Dime,Dime,Loop
Chicago Bears,Defense,Dime,Dime,Cross
Chicago Bears,Defense,Dime,Dime,All In
Chicago Bears,Defense,Dime,Dime,Weak Blast 1
Chicago Bears,Defense,Dime,Dime,2 Hard
Chicago Bears,Defense,Dime,Dime,Force Fire 0
Chicago Bears,Defense,Dime,Dime,Cover 8 Tackle Drop
Chicago Bears,Defense,Dime,Dime,2 Soft
Chicago Bears,Defense,Dime,Dime,Cover 12
Chicago Bears,Defense,Dime,Dime,3 Weak
Chicago Bears,Defense,Dime,Dime,2 Man
Chicago Bears,Defense,Dime,Dime,3 Strong
Chicago Bears,Defense,Dime,Dime,3 Dog T
Chicago Bears,Defense,Dime,Dime,2 Corners
Chicago Bears,Defense,Dime,Dime,4 Cloud
Chicago Bears,Defense,Dime,Dime,Weak Crash 1
Chicago Bears,Defense,Dime,Dime,All Blitz 0
Chicago Bears,Defense,Dime,Dime,Strong Rocket 0
Chicago Bears,Defense,Dime,Dime,Combo Strong Zone
Chicago Bears,Defense,Dime,Dime,Double Indian 0
Chicago Bears,Defense,Dime,Dime,Greyhound 0
Chicago Bears,Defense,Bear,Bear,Razor Left
Chicago Bears,Defense,Bear,Bear,Base
Chicago Bears,Defense,Bear,Bear,Razor Right
Chicago Bears,Defense,Bear,Bear,All In
Chicago Bears,Defense,Bear,Bear,Cross
Chicago Bears,Defense,Bear,Bear,Loop
Chicago Bears,Defense,Bear,Bear,Mix
Chicago Bears,Defense,Bear,Bear,Twist
Chicago Bears,Defense,Bear,Bear,Bear 1 Hard
Chicago Bears,Defense,Bear,Bear,Bear Full Zone
Chicago Bears,Defense,Bear,Bear,Bear 1 Soft
Chicago Bears,Defense,Bear,Bear,Bear Double Crash 1
Chicago Bears,Defense,Bear,Bear,Bear Inside Fire 1
Chicago Bears,Defense,Bear,Bear,Bear Strong Fire 1
Chicago Bears,Defense,Bear,Bear,Bear Inside Blast 3
Chicago Bears,Defense,Bear,Bear,Bear Man 1
Chicago Bears,Defense,Bear,Bear,Bear Indian 3
Chicago Bears,Defense,Bear,Bear,Bear Force Fire 3
Chicago Bears,Defense,Bear,Bear,Bear Man 2
